idx,CHILD_SEX,IDD_SCORE,AGE,HHID_count,HH_AGE,FOOD_EXPENSE_WEEKLY,NON-FOOD_EXPENSE_WEEKLY,HDD_SCORE,FOOD_INSECURITY,YoungBoys,YoungGirls,AverageMonthlyIncome,BEN_4PS,AREA_TYPE,FOOD_EXPENSE_WEEKLY_pc,NON-FOOD_EXPENSE_WEEKLY_pc,AverageMonthlyIncome_pc
CV830,0,7,13,5,20,1766.5,5004.25,9,3,-999,-999,2,2,0,353.3,1000.85,0.4
CV864,0,5,11,5,19.4,2482,877.375,9,2,-999,-999,4,1,0,496.4,175.475,0.8
CV1616,1,5,13,6,30.66666667,872,445.75,8,4,-999,-999,1,2,0,145.3333333,74.29166667,0.166666667
CV870,0,3,5,4,15.75,876,314.25,6,4,1,0,1,1,0,219,78.5625,0.25
CV814,0,8,5,3,19.33333333,1019.5,3467.5,9,2,1,0,4,1,0,339.8333333,1155.833333,1.333333333
CV861,0,6,7,4,17.5,989,1030.25,7,2,0,1,2,1,0,247.25,257.5625,0.5
CV1443,1,3,7,7,26.14285714,1994,1099.25,8,4,0,2,1,1,0,284.8571429,157.0357143,0.142857143
CV526,0,4,8,4,14.66666667,0,0,0,0,-999,-999,7,2,0,0,0,1.75
CV1602,1,7,12,8,30.25,2042,1925,8,4,-999,-999,1,1,0,255.25,240.625,0.125
CV857,0,4,11,3,24,1590,1334,9,3,-999,-999,5,1,0,530,444.6666667,1.666666667
CV1183,0,6,5,4,31.25,1801,592.25,8,3,1,0,1,1,0,450.25,148.0625,0.25
CV1429,0,6,5,7,12.85714286,510.5,340.645,7,3,2,1,2,1,0,72.92857143,48.66357143,0.285714286
CV815,0,8,5,7,27.57142857,1794,1822.5,7,3,2,0,4,1,0,256.2857143,260.3571429,0.571428571
CV1176,0,7,8,7,12.5,823,176,8,3,1,2,1,1,0,117.5714286,25.14285714,0.142857143
CV551,1,5,7,2,16.5,1691,111.395,7,3,-999,-999,1,1,0,845.5,55.6975,0.5
CV1149,0,6,11,6,14,1745,555.25,8,4,1,1,3,1,0,290.8333333,92.54166667,0.5
CV854,0,3,12,4,36.25,293,286.75,6,3,-999,-999,1,2,0,73.25,71.6875,0.25
CV1036,1,6,5,6,16,875,135,9,3,2,1,1,1,0,145.8333333,22.5,0.166666667
CV779,1,3,5,5,26.6,1445,1227.25,8,2,0,2,1,2,0,289,245.45,0.2
CV1057,1,7,5,4,30,1119,324,9,4,0,1,1,2,0,279.75,81,0.25
CV778,0,4,8,4,25,1248,582.5,8,4,1,0,1,1,0,312,145.625,0.25
CV688,0,6,7,3,29.33333333,3320,1995,9,3,-999,-999,2,1,0,1106.666667,665,0.666666667
CV687,0,7,8,4,19.25,1850,1250,8,4,-999,-999,4,2,0,462.5,312.5,1
CV1101,1,5,10,4,34.75,820,323.25,9,2,-999,-999,2,1,0,205,80.8125,0.5
CV1017,0,7,11,7,14.42857143,2513,695.8325,9,3,2,0,5,2,0,359,99.40464286,0.714285714
CV783,1,6,18,4,22.5,3210,957.1875,8,1,-999,-999,6,2,0,802.5,239.296875,1.5
CV1056,1,7,5,4,21.25,1664,620,9,3,0,1,1,2,0,416,155,0.25
CV1827,1,5,5,11,15.72727273,1983,2006.25,7,4,0,2,2,2,0,180.2727273,182.3863636,0.181818182
CV1571,1,7,5,6,15.66666667,1427,23666.25,8,2,0,1,1,1,0,237.8333333,3944.375,0.166666667
CV775,0,6,7,4,19,1491,132.5,8,2,0,1,3,1,0,372.75,33.125,0.75
CV352,0,7,8,4,24.5,1597,3127,9,2,-999,-999,3,1,0,399.25,781.75,0.75
CV689,0,7,7,4,24.5,1597,3127,9,2,-999,-999,3,1,0,399.25,781.75,0.75
CV440,1,4,10,8,30.875,1594,2735.5,9,2,1,0,9,1,0,199.25,341.9375,1.125
CV1018,0,7,10,7,16.28571429,1414,345.835,8,3,0,2,1,1,0,202,49.405,0.142857143
CV692,0,6,8,4,17.25,1651,1567.5,8,4,-999,-999,2,1,0,412.75,391.875,0.5
CV1031,1,4,14,4,35.75,2560,1275,8,2,-999,-999,2,2,0,640,318.75,0.5
CV1328,1,8,5,6,19.5,2967,717.25,9,4,1,1,3,1,0,494.5,119.5416667,0.5
CV1023,1,3,5,6,11.66666667,1070,1058.75,7,4,2,1,2,1,0,178.3333333,176.4583333,0.333333333
CV1029,0,3,6,6,20.33333333,2058,2182.5,9,1,2,0,5,1,0,343,363.75,0.833333333
CV701,1,4,8,3,33,1660,737.5,9,4,-999,-999,1,1,0,553.3333333,245.8333333,0.333333333
CV1030,0,4,7,5,26.4,2204,381.25,9,3,1,0,1,2,0,440.8,76.25,0.2
CV1019,1,5,5,5,16.8,1057,525,6,3,1,1,1,1,0,211.4,105,0.2
CV1876,0,3,10,12,25,7513.5,10407.5,9,3,1,1,5,2,0,626.125,867.2916667,0.416666667
CV703,1,2,10,4,15,1500,1350,7,3,0,1,2,2,0,375,337.5,0.5
CV1770,1,6,6,8,20.125,2087,2455,8,3,-999,-999,1,1,0,260.875,306.875,0.125
CV720,0,6,9,6,32,1347,153.25,8,2,0,1,1,1,0,224.5,25.54166667,0.166666667
CV733,0,6,5,3,22,1622,1834.5,8,2,1,0,6,1,0,540.6666667,611.5,2
CV721,1,4,5,5,17.6,3688,105,8,4,1,1,1,2,0,737.6,21,0.2
CV1053,1,6,7,4,27.25,752,1616.5,8,3,-999,-999,0,1,0,188,404.125,0
CV1546,1,6,7,6,21.16666667,1610,2293.75,8,4,-999,-999,2,2,0,268.3333333,382.2916667,0.333333333
CV1042,0,5,9,7,31.14285714,3375,1684.25,9,1,0,1,2,1,0,482.1428571,240.6071429,0.285714286
CV1049,0,7,10,7,16.57142857,3443,3398.5,9,1,1,1,8,1,0,491.8571429,485.5,1.142857143
CV785,1,8,10,3,28,1506,557.5,8,4,-999,-999,2,1,0,502,185.8333333,0.666666667
CV714,1,7,8,4,17,1293,736.5,9,2,0,1,2,1,0,323.25,184.125,0.5
CV1767,1,5,16,11,19.45454545,2130,2630,8,3,0,2,1,1,0,193.6363636,239.0909091,0.090909091
CV1340,0,5,16,7,20.57142857,787,981.25,9,3,0,1,5,2,0,112.4285714,140.1785714,0.714285714
CV1063,1,7,5,4,27.5,2427,375,9,4,0,1,1,2,0,606.75,93.75,0.25
CV1039,1,7,5,4,20,855,305.8325,9,2,0,1,1,1,0,213.75,76.458125,0.25
CV1684,0,6,7,7,27.42857143,1610,1582.5,9,3,-999,-999,2,2,0,230,226.0714286,0.285714286
CV1337,0,5,8,8,23.375,540.5,676,7,3,1,2,4,2,0,67.5625,84.5,0.5
CV1048,1,5,8,5,24.2,933,662.5,9,4,1,0,1,2,0,186.6,132.5,0.2
CV784,0,6,10,3,21.66666667,2227,834.75,9,2,-999,-999,5,1,0,742.3333333,278.25,1.666666667
CV731,0,7,10,4,22.75,2260,686.6675,9,3,1,0,3,2,0,565,171.666875,0.75
CV730,1,8,5,4,19.75,1994,857,9,4,1,1,3,2,0,498.5,214.25,0.75
CV746,0,5,6,3,28.33333333,850,1884,9,3,-999,-999,3,1,0,283.3333333,628,1
CV1073,0,7,6,10,27.875,2064,2837.3325,9,1,1,1,5,1,0,206.4,283.73325,0.5
CV1771,0,5,11,9,23.77777778,3246,1267.5,9,4,0,2,2,1,0,360.6666667,140.8333333,0.222222222
CV1041,0,7,11,5,25.4,1503,550.75,8,4,-999,-999,4,2,0,300.6,110.15,0.8
CV716,0,4,11,4,18.5,1061,367.5,9,3,1,0,3,1,0,265.25,91.875,0.75
CV729,1,6,6,4,19.25,1227,674.04,8,3,0,1,3,1,0,306.75,168.51,0.75
CV1059,0,7,5,5,15.6,992,625.5,9,4,1,1,2,1,0,198.4,125.1,0.4
CV1558,1,6,5,6,18.16666667,2089.5,1898.25,9,1,0,1,4,2,0,348.25,316.375,0.666666667
CV786,0,7,13,4,24.5,3067,537.25,9,3,-999,-999,0,2,0,766.75,134.3125,0
CV1768,0,5,11,8,32.25,12156,41705.25,9,4,-999,-999,1,2,0,1519.5,5213.15625,0.125
CV1688,0,7,10,7,23.71428571,1289,311.3325,9,1,-999,-999,3,2,0,184.1428571,44.47607143,0.428571429
CV1210,1,8,5,5,17.2,889,581.5825,9,3,1,1,1,2,0,177.8,116.3165,0.2
CV1264,1,6,8,4,18.25,2955,730,8,3,0,1,4,1,0,738.75,182.5,1
CV742,0,4,9,4,20.25,1699,1906.25,9,2,0,1,4,1,0,424.75,476.5625,1
CV1401,0,6,11,5,28,5160,565.25,9,4,-999,-999,2,1,0,1032,113.05,0.4
CV758,0,7,10,4,21,1005,904.75,9,4,-999,-999,1,2,0,251.25,226.1875,0.25
CV752,0,4,10,5,24,1102,174.25,9,3,-999,-999,3,2,0,220.4,34.85,0.6
CV1082,1,5,10,4,24,1566,904.5,9,4,-999,-999,3,1,0,391.5,226.125,0.75
CV1075,1,5,5,5,15,1696,928.9575,9,3,1,1,4,1,0,339.2,185.7915,0.8
CV1267,0,7,5,5,22.4,1886,468.75,8,3,1,0,1,2,0,377.2,93.75,0.2
CV1556,1,6,8,9,15.22222222,3950,2717.5,9,3,0,2,4,2,0,438.8888889,301.9444444,0.444444444
CV743,1,7,9,3,28,1507.5,2761.25,8,4,-999,-999,1,1,0,502.5,920.4166667,0.333333333
CV1360,1,4,11,6,23,2118,1220,9,2,-999,-999,3,2,0,353,203.3333333,0.5
CV1375,0,6,10,7,18.28571429,1830,1054,8,3,0,1,6,2,0,261.4285714,150.5714286,0.857142857
CV1694,0,5,11,7,23.28571429,2785,1098.75,9,2,-999,-999,4,2,0,397.8571429,156.9642857,0.571428571
CV1265,0,8,11,8,29.125,1793,1156,9,3,-999,-999,3,2,0,224.125,144.5,0.375
CV1144,0,5,7,4,22.5,1800,1284.75,8,4,-999,-999,3,1,0,450,321.1875,0.75
CV1687,1,3,10,11,26.36363636,2319,1975,9,1,-999,-999,2,1,0,210.8181818,179.5454545,0.181818182
CV956,1,5,11,4,30.25,1721,4247.5,9,4,-999,-999,3,1,0,430.25,1061.875,0.75
CV741,1,3,8,3,26,1015,712.1325,9,4,-999,-999,3,1,0,338.3333333,237.3775,1
CV1190,1,6,11,4,20.75,1791,3060,8,3,-999,-999,4,1,0,447.75,765,1
CV1143,0,5,16,10,16.3,1938,349.25,8,3,1,1,1,2,0,193.8,34.925,0.1
CV400,1,2,10,5,19.4,1072,968,9,2,1,0,1,1,0,214.4,193.6,0.2
CV1110,0,6,5,4,21.25,1329,452.25,7,3,1,0,1,1,0,332.25,113.0625,0.25
CV748,1,5,10,3,24.66666667,1552,788.75,9,4,-999,-999,1,1,0,517.3333333,262.9166667,0.333333333
CV1692,1,7,11,8,23.125,2537.5,1088.7475,9,3,1,0,3,2,0,317.1875,136.0934375,0.375
CV1358,0,7,10,5,21.8,1495.5,878.5,9,4,-999,-999,2,1,0,299.1,175.7,0.4
CV739,1,6,11,5,16.4,1430,3095,9,2,1,0,7,1,0,286,619,1.4
CV826,1,5,14,4,21.5,2508,783.25,8,4,-999,-999,1,1,0,627,195.8125,0.25
CV735,0,7,15,5,27.2,3180,15337.5,8,3,0,1,4,1,0,636,3067.5,0.8
CV1076,0,6,10,4,26.75,582,1905.75,7,4,-999,-999,1,1,0,145.5,476.4375,0.25
VZ3,0,8,13,5,22.2,2211.624946,3746.224,8,3,-999,-999,4,1,1,442.3249892,749.2448,0.8
VZ11,0,10,9,6,20,890.935958,1313.25,9,4,-999,-999,4,2,1,148.4893263,218.875,0.666666667
VZ14,0,5,10,4,19.25,2614.001799,356.03221,11,1,0,2,4,2,1,653.5004497,89.0080525,1
VZ21,1,7,9,6,21.66666667,1608.328694,1246.25,10,1,-999,-999,4,1,1,268.0547823,207.7083333,0.666666667
VZ26,1,6,8,7,24.57142857,1013.682135,6180,8,3,1,1,0,1,1,144.8117335,882.8571429,0
VZ31,0,7,7,5,17,1313.176133,1932.974,11,4,1,2,0,1,1,262.6352267,386.5948,0
VZ36,1,9,9,3,20.33333333,1425.684008,3780,10,1,-999,-999,5,1,1,475.2280028,1260,1.666666667
VZ49,1,9,8,8,28.875,2338.888067,3134.175,12,3,-999,-999,0,2,1,292.3610084,391.771875,0
VZ52,0,10,8,4,16.75,897.4512421,1919.75,7,4,1,0,0,1,1,224.3628105,479.9375,0
VZ57,1,8,9,4,24.25,632.1820293,2346.228,9,2,-999,-999,0,1,1,158.0455073,586.557,0
VZ60,0,8,8,4,16.75,826.1873025,2991.675,10,1,0,1,0,2,1,206.5468256,747.91875,0
VZ68,0,6,13,7,28.57142857,1867.343844,3914.5,5,3,-999,-999,0,2,1,266.7634063,559.2142857,0
VZ71,1,11,8,5,15.2,2491.891499,3272.5,11,3,1,1,0,1,1,498.3782998,654.5,0
VZ82,1,7,12,5,22.4,983.8701,924.54,10,4,0,1,0,1,1,196.77402,184.908,0
VZ87,0,7,9,4,38,1368.46663,2374.75,9,2,-999,-999,0,1,1,342.1166574,593.6875,0
VZ93,1,7,11,6,27.16666667,1233.173242,2022.5,6,2,-999,-999,0,1,1,205.5288737,337.0833333,0
VZ100,1,8,10,4,25.5,2256.028349,4867.5,10,1,-999,-999,0,1,1,564.0070873,1216.875,0
VZ105,0,7,10,6,21.33333333,2821.519931,2425,10,1,0,1,0,1,1,470.2533219,404.1666667,0
VZ109,1,7,6,3,23.33333333,1045.848006,798.04521,9,1,0,1,4,1,1,348.6160019,266.01507,1.333333333
VZ112,1,8,8,4,20.25,353.7901564,1257.5,6,3,0,1,0,1,1,88.4475391,314.375,0
VZ116,1,8,6,4,21.25,1421.871714,8577.5,10,1,0,2,0,1,1,355.4679285,2144.375,0
VZ119,1,9,11,3,20,1045.423299,1022.5,11,2,0,1,0,1,1,348.4744331,340.8333333,0
VZ123,1,9,13,6,17.33333333,1354.726466,10667.5,8,4,1,1,0,2,1,225.7877443,1777.916667,0
VZ129,1,8,12,5,22,1941.117533,29815,8,3,0,1,0,1,1,388.2235067,5963,0
VZ137,1,8,12,8,21.75,2915.69035,3301.09042,9,3,1,0,0,2,1,364.4612938,412.6363025,0
VZ147,1,7,10,12,24,1495.104933,5603.79521,9,3,0,3,4,1,1,124.5920778,466.9829342,0.333333333
VZ159,1,10,12,9,31.22222222,2334.553622,4325.54521,11,1,-999,-999,3,1,1,259.3948469,480.6161344,0.333333333
VZ163,0,6,13,4,27.75,2524.8142,1062.435,6,4,-999,-999,0,1,1,631.20355,265.60875,0
VZ167,0,8,10,6,19.16666667,1514.705421,301.675,12,2,2,0,0,2,1,252.4509035,50.27916667,0
VZ180,1,8,9,4,23.75,1426.27435,1265,10,1,0,1,4,1,1,356.5685875,316.25,1
VZ185,0,7,10,5,21.2,1674.414446,507.5,8,4,-999,-999,0,1,1,334.8828892,101.5,0
VZ190,1,12,10,5,21.2,568.3152564,1974.25,8,4,1,0,2,1,1,113.6630513,394.85,0.4
VZ194,0,8,8,5,19.6,1272.218233,280,7,1,1,0,0,1,1,254.4436466,56,0
VZ199,0,9,8,4,24.75,1258.112283,1126.224,9,1,-999,-999,4,1,1,314.5280708,281.556,1
VZ203,0,11,8,5,15.6,2031.198033,1627.974,11,2,1,1,0,1,1,406.2396065,325.5948,0
VZ213,0,14,9,9,25.55555556,1406.303333,2015.25,11,2,1,0,2,1,1,156.2559259,223.9166667,0.222222222
VZ218,0,7,8,4,26.75,1281.017405,792.04521,10,3,-999,-999,2,2,1,320.2543512,198.0113025,0.5
VZ221,1,11,10,7,19.28571429,1388.632418,8675,9,4,-999,-999,0,1,1,198.3760598,1239.285714,0
VZ232,0,9,13,8,19.5,2050.735044,15625,10,4,-999,-999,0,2,1,256.3418805,1953.125,0
VZ239,1,7,9,6,31.83333333,2289.7359,2681.25,10,1,-999,-999,0,1,1,381.6226499,446.875,0
VZ244,0,6,8,5,20.4,640.2560167,2721.5,11,4,-999,-999,2,2,1,128.0512033,544.3,0.4
VZ250,1,11,9,7,21.28571429,1573.163666,945,10,4,0,1,0,1,1,224.7376666,135,0
VZ255,0,7,11,5,18.2,2247.768999,3521.25,8,1,-999,-999,0,2,1,449.5537997,704.25,0
VZ262,1,7,8,7,24.28571429,1769.618882,5442.5,8,1,-999,-999,0,1,1,252.8026974,777.5,0
VZ266,0,6,9,5,17.6,735.8136832,2820.54521,8,4,2,0,0,1,1,147.1627366,564.109042,0
VZ271,1,8,9,4,19.5,793.8609504,13535,10,4,1,0,0,1,1,198.4652376,3383.75,0
VZ276,0,9,10,5,20.4,1071.806325,1285.5,8,4,-999,-999,0,1,1,214.3612649,257.1,0
VZ281,1,8,9,5,20.6,1580.068999,1666.864,3,2,1,0,0,2,1,316.0137997,333.3728,0
VZ287,0,6,8,5,22.8,712.837023,612.5,12,3,-999,-999,0,1,1,142.5674046,122.5,0
VZ290,0,7,10,4,18.75,882.2904082,953.75,12,3,0,1,4,2,1,220.5726021,238.4375,1
VZ294,0,8,10,4,18.75,793.4979665,1192.5,9,3,0,1,0,1,1,198.3744916,298.125,0
VZ299,1,6,10,6,25,1248.956921,850,10,4,-999,-999,0,2,1,208.1594869,141.6666667,0
VZ304,0,7,15,3,31.66666667,725.2313794,2079,11,2,-999,-999,0,1,1,241.7437931,693,0
VZ308,1,12,11,5,20.8,1584.234009,954.75,5,4,-999,-999,0,2,1,316.8468019,190.95,0
VZ316,0,6,11,9,23.88888889,1293.131375,2532.5,9,4,0,1,3,1,1,143.6812639,281.3888889,0.333333333
VZ322,0,9,13,4,30.5,2112.590183,1512.5,10,1,1,0,0,2,1,528.1475458,378.125,0
VZ326,0,7,8,4,23.5,1368.258416,2245,12,1,-999,-999,0,2,1,342.0646041,561.25,0
VZ329,1,7,11,4,11.25,1772.481697,4932.81647,12,4,1,0,0,2,1,443.1204243,1233.204118,0
VZ334,0,5,10,5,33.2,1353.366663,12745,7,1,-999,-999,0,1,1,270.6733326,2549,0
VZ338,1,9,11,4,21.75,986.113275,492.25,10,2,-999,-999,2,1,1,246.5283187,123.0625,0.5
VZ343,0,9,9,8,21.375,1927.161544,3025,11,3,1,0,3,1,1,240.8951929,378.125,0.375
VZ350,0,8,11,3,33.33333333,1197.3082,9541.675,11,4,-999,-999,0,1,1,399.1027333,3180.558333,0
VZ362,1,6,13,9,29.77777778,763.7555044,295.54521,10,4,-999,-999,0,2,1,84.86172271,32.83835667,0
VZ366,1,7,11,5,17.4,1470.4555,2321.842,12,1,1,0,0,2,1,294.0911,464.3684,0
VZ371,0,7,10,5,20.6,1713.027246,2426.60375,12,1,0,1,0,1,1,342.6054492,485.32075,0
VZ377,0,8,11,5,26.4,1061.523008,2100,8,1,-999,-999,0,2,1,212.3046016,420,0
VZ379,0,7,12,6,16.83333333,2460.3571,4008.05142,12,4,1,0,0,2,1,410.0595166,668.00857,0
VZ387,0,9,12,4,29.25,876.8466568,452,12,3,-999,-999,0,2,1,219.2116642,113,0
VZ393,1,7,8,6,30.66666667,1483.583325,561.5,5,4,-999,-999,0,1,1,247.2638876,93.58333333,0
VZ396,1,6,10,4,28.25,1708.800599,2401.22,12,1,1,0,0,2,1,427.2001498,600.305,0
VZ403,1,6,11,5,18,825.3783666,2380,8,3,0,2,0,1,1,165.0756733,476,0
VZ410,0,7,13,7,18.71428571,1575.932816,1395,12,1,0,1,0,1,1,225.1332594,199.2857143,0
VZ415,1,9,11,3,31,2122.84446,1342.974,5,1,0,1,0,1,1,707.6148198,447.658,0
VZ418,0,11,11,4,21.75,2414.887183,3415,9,2,1,0,0,1,1,603.7217958,853.75,0
VZ423,1,7,10,5,21,1602.594033,3016.675,12,1,-999,-999,0,1,1,320.5188065,603.335,0
VZ428,1,6,8,6,15.66666667,1262.649167,1855,8,4,2,0,3,2,1,210.4415278,309.1666667,0.5
VZ433,0,5,11,5,27.25,748.9715788,626.81647,5,3,-999,-999,0,1,1,149.7943158,125.363294,0
VZ440,1,9,11,9,21.55555556,1840.387933,2147.592,12,1,1,1,0,1,1,204.4875481,238.6213333,0
VZ446,0,7,7,4,9.75,4481.258971,1175,11,4,2,1,0,1,1,1120.314743,293.75,0
VZ449,0,11,8,3,24.66666667,1691.017269,2528.75,12,4,1,0,0,1,1,563.672423,842.9166667,0
VZ454,1,13,11,5,18,2491.801319,935,9,1,0,1,0,1,1,498.3602637,187,0
VZ460,0,7,10,4,26.5,733.4623585,540.5,7,0,-999,-999,0,1,1,183.3655896,135.125,0
VZ464,1,10,12,6,20,1517.838233,1285,10,1,1,0,0,2,1,252.9730388,214.1666667,0
VZ471,0,6,9,6,26,2222.847999,2312.5,12,1,0,1,0,1,1,370.4746666,385.4166667,0
VZ476,0,7,12,5,26,982.1847333,1207.5,9,4,-999,-999,0,1,1,196.4369467,241.5,0
VZ480,1,10,9,4,18.5,1624.189827,1912.5,9,2,0,1,0,1,1,406.0474568,478.125,0
VZ484,0,9,13,7,22.42857143,2798.98308,3126.25,12,1,1,1,3,1,1,399.8547257,446.6071429,0.428571429
VZ496,1,6,10,7,14.42857143,2748.692121,1770,10,3,0,2,0,1,1,392.670303,252.8571429,0
VZ507,1,11,10,5,21.4,2729.243634,700,11,3,1,0,0,1,1,545.8487267,140,0
VZ512,0,6,11,4,24.25,1462.420246,670.25,11,3,-999,-999,3,2,1,365.6050616,167.5625,0.75
VZ521,0,6,9,3,27.66666667,2751.368333,1455,11,2,-999,-999,0,1,1,917.1227776,485,0
VZ525,0,9,8,4,26,1751.328613,1737.5,9,3,-999,-999,0,1,1,437.8321532,434.375,0
VZ529,1,6,12,6,29.5,1350.90185,1545,12,1,0,2,0,1,1,225.1503084,257.5,0
VZ536,0,7,18,6,40.83333333,1474.797511,2061.675,11,3,-999,-999,0,1,1,245.7995851,343.6125,0
VZ543,0,9,9,7,30.28571429,2295.66015,18892.01833,10,1,0,1,0,2,1,327.95145,2698.859762,0
VZ547,1,9,12,4,23.5,2589.221461,2028.922,7,1,1,0,0,1,1,647.3053652,507.2305,0
VZ552,1,7,9,5,17.4,1125.76935,1115.6,10,1,0,1,0,1,1,225.1538701,223.12,0
VZ556,0,8,8,3,25,1340.113091,790,9,1,-999,-999,0,1,1,446.7043636,263.3333333,0
